9.931004714901122554e+01,2.865713340795766726e+02
1.105036972965639137e+02,3.337203453071469426e+02
1.349262067094060740e+02,3.445747939350767979e+02
1.491726705335640304e+02,3.801909534954716037e+02
1.881808452901869373e+02,4.076662765849190464e+02
2.282066246056782575e+02,4.307319799192699747e+02
2.760340388724941931e+02,4.266615616837963216e+02
3.065621756385468757e+02,3.978294325158576612e+02
3.336982972083715140e+02,3.632308775143312687e+02
3.452311488755469782e+02,3.140466571690241153e+02
3.703320613276347899e+02,3.055666191784538910e+02
3.693144567687663766e+02,2.529903836369186365e+02
3.448919473559241737e+02,2.462063532444624911e+02
3.255574607374241509e+02,1.790444523591465327e+02
2.509331264204063814e+02,1.597099657406465099e+02
1.637583358773447344e+02,1.692076082900850906e+02
1.230541535226077912e+02,2.156782164784098086e+02
1.155917200909060085e+02,2.825009158441029626e+02
7.013871646144976069e+01,2.523119805976730277e+02
6.844270886333571013e+01,1.820972660357518293e+02
8.879480004070420307e+01,1.244330076998744516e+02
1.183053322478884724e+02,6.303753264814622526e+01
1.997136969573624015e+02,3.386620196058470356e+01
2.919765102947661717e+02,4.946947186323393453e+01
3.503191716698891014e+02,1.162921712289270886e+02
3.866137342695295729e+02,2.014317526542518522e+02
1.661327465147044222e+02,4.005430446728400966e+02
1.820752179369764008e+02,4.453176452630507356e+02
2.153169668600115756e+02,4.802554017841999894e+02
2.611091720090906279e+02,4.911098504121298447e+02
3.099541908347749768e+02,4.588857060479630832e+02
3.560855975034768335e+02,3.927414097215155380e+02
3.503191716698891014e+02,3.472884060920592901e+02
1.444238492588447116e+02,4.643129303619280108e+02
1.016844577863708849e+02,4.870394321766561347e+02
3.900057494657576171e+02,3.886709914860418280e+02
4.588636579491876546e+02,4.242871510464366338e+02
1.505294766120552481e+02,2.502767714799362011e+02
1.678287541128184444e+02,2.546863912350327155e+02
1.797008072996167130e+02,2.526511821172958321e+02
1.949648756826430827e+02,2.451887486855940779e+02
1.800400088192395174e+02,2.367087106950239104e+02
1.627407313184763211e+02,2.394223228520063458e+02
2.455059021064414537e+02,2.377263152538923237e+02
2.651795902445643378e+02,2.421359350089888380e+02
2.797652555883450418e+02,2.394223228520063458e+02
2.906197042162748971e+02,2.322990909399273960e+02
2.770516434313626064e+02,2.258542620670940551e+02
2.583955598521081924e+02,2.255150605474712506e+02
2.044625182320817203e+02,2.736816763339099339e+02
2.003920999966080103e+02,3.042098130999626733e+02
2.285458261253010619e+02,3.045490146195854777e+02
2.580563583324853880e+02,2.930161629524100135e+02
2.383826701943625039e+02,2.658800413825853752e+02
1.990352939181167926e+02,3.547508395237610443e+02
2.217617957328449165e+02,3.367731589837521824e+02
2.349906549981344028e+02,3.384691665818662614e+02
2.475411112241783371e+02,3.310067331501644503e+02
2.818004647060819252e+02,3.391475696211118702e+02
2.560211492147485046e+02,3.618740714358399941e+02
2.292242291645466707e+02,3.666228927105593129e+02
