1.559567009260201758e+02,2.519727790780502232e+02
1.630799328380991255e+02,2.797873036871204704e+02
1.864848376920729152e+02,3.082802313354363832e+02
2.312594382822835541e+02,3.133682541297784496e+02
2.634835826464503157e+02,3.167602693260065507e+02
3.048661680404328536e+02,3.099762389335504054e+02
3.282710728944065863e+02,2.862321325599538682e+02
3.418391336793189339e+02,2.563823988331467376e+02
3.425175367185645428e+02,2.224622468708659540e+02
3.367511108849768107e+02,1.956653268206641201e+02
3.299670804925206653e+02,1.756524371629184316e+02
3.343767002476171228e+02,1.461419049557341623e+02
3.411607306400733250e+02,1.268074183372341395e+02
3.269142668159153686e+02,1.271466198568569439e+02
2.868884875004240484e+02,1.505515247108306767e+02
2.472019097045555327e+02,1.546219429463043866e+02
2.058193243105729380e+02,1.770092432414097061e+02
1.681679556324412488e+02,1.634411824564973585e+02
1.420494386214850238e+02,1.549611444659271910e+02
1.328909975916692474e+02,1.722604219666903873e+02
1.562959024456429802e+02,2.200878362335063230e+02
2.061585258301957424e+02,2.377263152538923237e+02
2.153169668600115756e+02,2.512943760388046144e+02
2.312594382822835541e+02,2.512943760388046144e+02
2.444882975475730404e+02,2.414575319697431723e+02
2.336338489196431851e+02,2.312814863810589827e+02
2.204049896543536988e+02,2.309422848614361214e+02
2.919765102947661717e+02,2.326382924595502004e+02
3.082581832366609547e+02,2.367087106950239104e+02
3.211478409823276365e+02,2.295854787829449037e+02
3.218262440215732454e+02,2.153390149587870042e+02
3.079189817170381502e+02,2.133038058410501208e+02
2.970645330891082949e+02,2.194094331942606573e+02
2.689108069604151865e+02,2.987825887859977456e+02
2.811220616668363164e+02,3.079410298158135220e+02
2.923157118143889761e+02,3.072626267765679131e+02
2.994389437264679259e+02,2.940337675112784268e+02
2.875668905396696573e+02,2.913201553542959346e+02
