1.434062446999762415e+02,2.950513720701468401e+02
1.471374614158271470e+02,3.160818662867609419e+02
1.634191343577219300e+02,3.323635392286557249e+02
1.732559784267833720e+02,3.645876835928224864e+02
1.953040772022658871e+02,3.974902309962347999e+02
2.190481835758624243e+02,4.219127404090770028e+02
2.631443811268274544e+02,4.195383297717173718e+02
2.841748753434415562e+02,3.917238051626470678e+02
3.062229741189240713e+02,3.639092805535768775e+02
3.133462060310030779e+02,3.354163529052609647e+02
3.282710728944065863e+02,3.293107255520504850e+02
3.370903124045996151e+02,2.950513720701468401e+02
3.208086394627048321e+02,2.899633492758047169e+02
3.191126318645908100e+02,2.411183304501203679e+02
2.746772327940029754e+02,2.329774939791730048e+02
2.085329364675554302e+02,2.289070757436992949e+02
1.657935449950816178e+02,2.367087106950239104e+02
1.586703130830026112e+02,2.858929310403310069e+02
1.254285641599674506e+02,2.692720565788134195e+02
1.264461687188358638e+02,2.163566195176554174e+02
1.471374614158271470e+02,1.658155930938570464e+02
2.115857501441606701e+02,1.542827414266815822e+02
2.807828601472135119e+02,1.512299277500762855e+02
3.323414911298802963e+02,1.722604219666903873e+02
3.493015671110206881e+02,2.177134255961466351e+02
3.550679929446084202e+02,2.726640717750415206e+02
1.637583358773447344e+02,4.012214477120857055e+02
1.542606933279060968e+02,4.327671890370068581e+02
1.790224042603711041e+02,4.629561242834367931e+02
2.248146094094501564e+02,4.788985957057087717e+02
2.739988297547573097e+02,4.612601166853227141e+02
2.963861300498626292e+02,4.344631966351208803e+02
2.953685254909942159e+02,4.052918659475594154e+02
1.179661307282656679e+02,4.154679115362436619e+02
5.114343136257251388e+01,4.456568467826735969e+02
3.537111868661172025e+02,4.205559343305857851e+02
4.215514907906787698e+02,4.537976832536209599e+02
1.756303890641430598e+02,2.957297751093924489e+02
1.902160544079237638e+02,3.018354024626029855e+02
2.061585258301957424e+02,3.014962009429801810e+02
2.210833926935993077e+02,2.943729690309012312e+02
2.061585258301957424e+02,2.879281401580678903e+02
1.919120620060378428e+02,2.869105355991994770e+02
2.624659780875818456e+02,2.981041857467521368e+02
2.723028221566432876e+02,3.042098130999626733e+02
2.868884875004240484e+02,3.028530070214714556e+02
3.007957498049591436e+02,2.950513720701468401e+02
2.865492859808012440e+02,2.875889386384450859e+02
2.733204267155117009e+02,2.886065431973134991e+02
2.271890200468098442e+02,3.252403073165767182e+02
2.142993623011431623e+02,3.472884060920592901e+02
2.421138869102134095e+02,3.561076456022522621e+02
2.648403887249415334e+02,3.476276076116820377e+02
2.536467385773888736e+02,3.279539194735592105e+02
2.031057121535905026e+02,3.723893185441470450e+02
2.295634306841694752e+02,3.754421322207523417e+02
2.397394762728537216e+02,3.798517519758488561e+02
2.478803127438011416e+02,3.751029307011294804e+02
2.739988297547573097e+02,3.754421322207523417e+02
2.529683355381432648e+02,3.910454021234014590e+02
2.244754078898273519e+02,3.954550218784979734e+02
